league;season;team;pos;pts;played;wins;draws;losses;goalsScored;goalsConceded;goalDiff;home_pos;home_pts;home_played;home_wins;home_draws;home_losses;home_goalsScored;home_goalsConceded;home_goalDiff;away_pos;away_pts;away_played;away_wins;away_draws;away_losses;away_goalsScored;away_goalsConceded;away_goalDiff;xG;xGA;xGDiff;xGADiff;xPos;xPosDiff;xPts;xPtsDiff
73;2223;Barcelona;1;88;38;28;4;6;0;20;50;1;48;19;15;3;1;37;4;33;1;40;19;13;1;5;33;16;17;76.85190004110336;33.60939985141158;-6.851900041103363;-13.609399851411581;1;0;78.2673458122486;9.732654187751393
73;2223;Real Madrid;2;78;38;24;6;8;0;36;39;2;44;19;13;5;1;44;16;28;3;34;19;11;1;7;31;20;11;75.12329995632172;39.484399914741516;-0.12329995632171631;-3.484399914741516;2;0;74.75260484734653;3.2473951526534677
73;2223;Atletico Madrid;3;77;38;23;8;7;0;33;37;3;42;19;13;3;3;41;15;26;2;35;19;10;5;4;29;18;11;63.26730027794838;41.88910015299916;6.7326997220516205;-8.889100152999163;4;-1;66.18047870828724;10.81952129171276
73;2223;Real Sociedad;4;71;38;21;8;9;0;35;16;5;38;19;11;5;3;26;16;10;4;33;19;10;3;6;25;19;6;53.24399995803833;33.654900178313255;-2.24399995803833;1.3450998216867447;3;1;67.26585521556302;3.734144784436978
73;2223;Villarreal;5;64;38;19;7;12;0;40;19;4;39;19;12;3;4;36;18;18;6;25;19;7;4;8;23;22;1;62.76180002093315;50.78160011768341;-3.7618000209331512;-10.78160011768341;6;-1;59.699786259291535;4.300213740708465
73;2223;Real Betis;6;60;38;17;9;12;0;41;5;10;32;19;9;5;5;26;18;8;5;28;19;8;4;7;20;23;-3;52.53880025446415;50.448500260710716;-6.5388002544641495;-9.448500260710716;8;-2;53.11118077513878;6.888819224861223
73;2223;Osasuna;7;53;38;15;8;15;0;42;-5;7;34;19;11;1;7;24;21;3;9;19;19;4;7;8;13;21;-8;39.907200396060944;46.8699000030756;-2.9072003960609436;-4.8699000030756;13;-6;46.77744329931416;6.222556700685843
73;2223;Athletic Club;8;51;38;14;9;15;0;43;4;14;27;19;8;3;8;22;15;7;7;24;19;6;6;7;25;28;-3;55.04159989953041;37.330099672079086;-8.04159989953041;5.669900327920914;5;3;64.45949462211676;-13.459494622116765
73;2223;Mallorca;9;50;38;14;8;16;0;43;-6;6;35;19;10;5;4;22;12;10;15;15;19;4;3;12;15;31;-16;35.984900295734406;46.05299996584654;1.0150997042655945;-3.0529999658465385;14;-5;45.76472165922896;4.235278340771039
73;2223;Girona;10;49;38;13;10;15;0;55;3;8;33;19;10;3;6;35;26;9;12;16;19;3;7;9;23;29;-6;51.27019999921322;55.36450010538101;6.729800000786781;-0.36450010538101196;10;0;49.35966877666241;-0.35966877666241004
73;2223;Rayo Vallecano;11;49;38;13;10;15;0;53;-8;11;32;19;9;5;5;28;22;6;11;17;19;4;5;10;17;31;-14;44.40449993312359;50.70770043134689;0.5955000668764114;2.2922995686531067;12;-1;47.15628601400426;1.8437139859957412
73;2223;Sevilla;12;49;38;13;10;15;0;54;-7;18;26;19;7;5;7;24;25;-1;8;23;19;6;5;8;23;29;-6;47.162900023162365;55.169699884951115;-0.16290002316236496;-1.1696998849511147;11;1;47.86153694199054;1.1384630580094566
73;2223;Celta Vigo;13;43;38;11;10;17;0;53;-10;15;27;19;7;6;6;26;21;5;13;16;19;4;4;11;17;32;-15;43.03040063381195;46.17650021612644;-0.030400633811950684;6.823499783873558;9;4;50.821723312979785;-7.821723312979785
73;2223;Cadiz;14;42;38;10;12;16;0;53;-23;17;27;19;7;6;6;19;23;-4;16;15;19;3;6;10;11;30;-19;42.05389989539981;62.407100304961205;-12.053899895399809;-9.407100304961205;18;-4;41.3781189120767;0.621881087923299
73;2223;Getafe;15;42;38;10;12;16;0;45;-11;16;27;19;7;6;6;21;20;1;14;15;19;3;6;10;13;25;-12;37.2489997074008;46.61890023946762;-3.248999707400799;-1.6189002394676208;16;-1;43.51749094776919;-1.5174909477691898
73;2223;Valencia;16;42;38;11;9;18;0;45;-3;12;29;19;8;5;6;27;19;8;17;13;19;3;4;12;15;26;-11;50.01210008561611;44.04170022904873;-8.012100085616112;0.9582997709512711;7;9;56.54733487698182;-14.547334876981822
73;2223;Almeria;17;41;38;11;8;19;0;65;-16;9;33;19;10;3;6;29;22;7;20;8;19;1;5;13;20;43;-23;45.95859979093075;62.90280023217201;3.041400209069252;2.0971997678279877;17;0;42.29641606560648;-1.2964160656064792
73;2223;Real Valladolid;18;40;38;11;7;20;0;63;-30;13;28;19;8;4;7;21;25;-4;18;12;19;3;3;13;12;38;-26;38.89299988746643;65.72050015628338;-5.892999887466431;-2.7205001562833786;19;-1;36.0908749857594;3.909125014240601
73;2223;Espanyol;19;37;38;8;13;17;0;69;-17;19;19;19;4;7;8;27;35;-8;10;18;19;4;6;9;25;34;-9;49.33729988336563;60.746500074863434;2.662700116634369;8.253499925136566;15;4;45.07995622414467;-8.079956224144667
73;2223;Elche;20;25;38;5;10;23;0;67;-37;20;15;19;3;6;10;18;29;-11;19;10;19;2;4;13;12;38;-26;37.93680005148053;72.05269899964333;-7.936800051480532;-5.052698999643326;20;0;34.59321963808128;-9.59321963808128
